0	99999	0	1	0	0
1	99999	0	1	0	0
2	99999	0	1	0	0
3	99999	0	1	0	0
4	99999	0	1	0	0
5	99999	0	1	0	0
6	99999	0	1	0	0
7	99999	0	1	0	0
8	99999	0	1	0	0
9	99999	0	1	0	0
10	99999	0	1	0	0
11	99998	0	2	0	0
12	99998	0	2	0	0
13	99997	0	3	0	0
14	99997	0	3	0	0
15	99997	0	3	0	0
16	99997	0	3	0	0
17	99997	0	3	0	0
18	99997	0	3	0	0
19	99997	0	3	0	0
20	99997	0	3	0	0
21	99997	0	3	0	0
22	99997	0	3	0	0
23	99997	0	3	0	0
24	99997	0	3	0	0
25	99996	0	4	0	0
26	99996	0	4	0	0
27	99996	0	4	0	0
28	99996	0	4	0	0
29	99996	0	4	0	0
30	99996	0	4	0	0
31	99996	0	4	0	0
32	99996	0	4	0	0
33	99995	0	5	0	0
34	99993	0	7	0	0
35	99993	0	7	0	0
36	99993	0	7	0	0
37	99993	0	7	0	0
38	99993	0	7	0	0
39	99992	0	8	0	0
40	99991	0	9	0	0
41	99991	0	9	0	0
42	99991	0	9	0	0
43	99991	0	9	0	0
44	99990	0	10	0	0
45	99990	0	10	0	0
46	99989	0	11	0	0
47	99989	0	11	0	0
48	99989	0	11	0	0
49	99989	0	11	0	0
50	99989	0	11	0	0
51	99987	0	13	0	0
52	99985	0	15	0	0
53	99984	0	16	0	0
54	99983	0	17	0	0
55	99983	0	17	0	0
56	99983	0	17	0	0
57	99983	0	17	0	0
58	99983	0	17	0	0
59	99983	0	17	0	0
60	99982	0	18	0	0
61	99981	0	19	0	0
62	99980	0	20	0	0
63	99979	0	21	0	0
64	99978	0	22	0	0
65	99977	0	23	0	0
66	99976	0	24	0	0
67	99976	0	24	0	0
68	99976	0	24	0	0
69	99973	0	27	0	0
70	99971	0	29	0	0
71	99971	0	29	0	0
72	99970	0	30	0	0
73	99970	0	30	0	0
74	99970	0	30	0	0
75	99968	0	32	0	0
76	99968	0	32	0	0
77	99967	0	33	0	0
78	99966	0	34	0	0
79	99964	0	36	0	0
80	99960	0	40	0	0
81	99958	0	42	0	0
82	99953	0	47	0	0
83	99947	0	53	0	0
84	99944	0	56	0	0
85	99936	0	64	0	0
86	99935	0	65	0	0
87	99933	0	67	0	0
88	99931	0	69	0	0
89	99925	0	75	0	0
90	99920	0	80	0	0
91	99916	0	84	0	0
92	99908	0	92	0	0
93	99903	0	97	0	0
94	99899	0	101	0	0
95	99897	0	103	0	0
96	99885	0	115	0	0
97	99876	0	124	0	0
98	99869	0	131	0	0
99	99860	0	140	0	0
100	99848	0	152	0	0
101	99837	0	163	0	0
102	99824	0	176	0	0
103	99803	0	197	0	0
104	99777	0	223	0	0
105	99761	0	239	0	0
106	99746	0	254	0	0
107	99721	0	279	0	0
108	99694	0	306	0	0
109	99661	0	339	0	0
110	99638	0	362	0	0
111	99617	0	383	0	0
112	99586	0	414	0	0
113	99560	0	440	0	0
114	99532	0	468	0	0
115	99507	0	493	0	0
116	99473	0	527	0	0
117	99448	0	552	0	0
118	99409	0	591	0	0
119	99360	0	640	0	0
120	99309	0	691	0	0
121	99291	0	709	0	0
122	99226	0	774	0	0
123	99173	0	827	0	0
124	99113	0	887	0	0
125	99057	0	943	0	0
126	98997	0	1003	0	0
127	98905	0	1095	0	0
128	98815	0	1185	0	0
129	98726	0	1274	0	0
130	98644	0	1356	0	0
131	98569	0	1431	0	0
132	98455	0	1545	0	0
133	98347	0	1653	0	0
134	98227	0	1773	0	0
135	98087	0	1913	0	0
136	97929	0	2071	0	0
137	97775	0	2225	0	0
138	97620	0	2380	0	0
139	97408	0	2592	0	0
140	97215	0	2785	0	0
141	97030	0	2970	0	0
142	96826	0	3174	0	0
143	96570	0	3430	0	0
144	96328	0	3672	0	0
145	96119	0	3881	0	0
146	95814	0	4186	0	0
147	95543	0	4457	0	0
148	95245	0	4755	0	0
149	94909	0	5091	0	0
150	94568	0	5432	0	0
151	94156	0	5843	1	0
152	93739	0	6260	1	0
153	93370	0	6629	1	0
154	92917	0	7082	1	0
155	92481	0	7518	1	0
156	92009	0	7990	1	0
157	91525	0	8474	1	0
158	90961	0	9038	1	0
159	90361	0	9638	1	0
160	89784	0	10215	1	0
161	89127	0	10872	1	0
162	88482	0	11517	1	0
163	87788	0	12211	1	0
164	87100	0	12898	2	0
165	86343	0	13655	2	0
166	85578	0	14420	2	0
167	84733	0	15264	3	0
168	83900	0	16097	3	0
169	82946	0	17051	3	0
170	82018	0	17979	3	0
171	81041	0	18956	3	0
172	80080	0	19917	3	0
173	78959	0	21038	3	0
174	77849	0	22148	3	0
175	76742	0	23255	3	0
176	75539	0	24458	3	0
177	74287	0	25709	4	0
178	73002	0	26994	4	0
179	71763	0	28233	4	0
180	70503	0	29492	5	0
181	69094	0	30900	6	0
182	67752	0	32241	7	0
183	66391	0	33601	8	0
184	64960	0	35031	9	0
185	63627	0	36363	10	0
186	62187	0	37802	11	0
187	60690	0	39297	13	0
188	59266	0	40720	14	0
189	57822	0	42164	14	0
190	56325	0	43660	15	0
191	54887	0	45097	16	0
192	53405	0	46578	17	0
193	51925	0	48055	20	0
194	50417	0	49562	21	0
195	49011	0	50964	25	0
196	47465	0	52508	27	0
197	46115	0	53857	28	0
198	44716	0	55255	29	0
199	43242	0	56729	29	0
200	41713	0	58258	29	0
201	40455	0	59516	29	0
202	39158	0	60811	31	0
203	37854	0	62114	32	0
204	36584	0	63384	32	0
205	35238	0	64730	32	0
206	33945	0	66023	32	0
207	32733	0	67234	33	0
208	31488	0	68477	35	0
209	30297	0	69667	36	0
210	29177	0	70787	36	0
211	28023	0	71940	37	0
212	27061	0	72899	40	0
213	26048	0	73910	42	0
214	24946	0	75010	44	0
215	23909	0	76046	45	0
216	23012	0	76940	48	0
217	22058	0	77893	49	0
218	21202	0	78744	54	0
219	20389	0	79557	54	0
220	19624	0	80320	56	0
221	18780	0	81164	56	0
222	18071	0	81866	63	0
223	17282	0	82653	65	0
224	16608	0	83326	66	0
225	15959	0	83974	67	0
226	15373	0	84558	69	0
227	14743	0	85188	69	0
228	14167	0	85764	69	0
229	13633	0	86296	71	0
230	13049	0	86879	72	0
231	12549	0	87375	76	0
232	12099	0	87822	79	0
233	11590	0	88330	80	0
234	11129	0	88788	83	0
235	10723	0	89194	83	0
236	10244	0	89673	83	0
237	9805	0	90109	86	0
238	9407	0	90506	87	0
239	9008	0	90902	90	0
240	8652	0	91256	92	0
241	8288	0	91619	93	0
242	7960	0	91944	96	0
243	7642	0	92257	101	0
244	7363	0	92535	102	0
245	7077	0	92818	105	0
246	6813	0	93078	109	0
247	6543	0	93345	112	0
248	6226	0	93660	114	0
249	6030	0	93852	118	0
250	5791	0	94088	121	0
251	5569	0	94310	121	0
252	5315	0	94561	124	0
253	5072	0	94800	128	0
254	4846	0	95026	128	0
255	4603	0	95269	128	0
256	4436	0	95436	128	0
257	4249	0	95620	131	0
258	4060	0	95806	134	0
259	3916	0	95947	137	0
260	3763	0	96099	138	0
261	3607	0	96254	139	0
262	3466	0	96392	142	0
263	3339	0	96514	147	0
264	3237	0	96613	150	0
265	3100	0	96750	150	0
266	2978	0	96871	151	0
267	2849	0	97000	151	0
268	2711	0	97135	154	0
269	2592	0	97250	158	0
270	2471	0	97368	161	0
271	2378	0	97461	161	0
272	2305	0	97533	162	0
273	2224	0	97613	163	0
274	2137	0	97698	165	0
275	2038	0	97793	169	0
276	1950	0	97880	170	0
277	1873	0	97955	172	0
278	1801	0	98025	174	0
