279	1730	0	98095	175	0
280	1647	0	98175	178	0
281	1579	0	98240	181	0
282	1532	0	98287	181	0
283	1489	0	98327	184	0
284	1435	0	98376	189	0
285	1377	0	98431	192	0
286	1332	0	98470	198	0
287	1275	0	98527	198	0
288	1228	0	98571	201	0
289	1191	0	98606	203	0
290	1148	0	98647	205	0
291	1101	0	98691	208	0
292	1070	0	98720	210	0
293	1040	0	98750	210	0
294	1002	0	98788	210	0
295	969	0	98820	211	0
296	942	0	98846	212	0
297	905	0	98883	212	0
298	860	0	98924	216	0
299	818	0	98964	218	0
300	788	0	98990	222	0
301	752	0	99025	223	0
302	730	0	99045	225	0
303	700	0	99074	226	0
304	682	0	99091	227	0
305	652	0	99120	228	0
306	615	0	99156	229	0
307	597	0	99173	230	0
308	572	0	99198	230	0
309	552	0	99217	231	0
310	534	0	99231	235	0
311	510	0	99253	237	0
312	494	0	99268	238	0
313	474	0	99286	240	0
314	462	0	99297	241	0
315	443	0	99313	244	0
316	422	0	99331	247	0
317	400	0	99351	249	0
318	384	0	99367	249	0
319	380	0	99370	250	0
320	366	0	99383	251	0
321	358	0	99389	253	0
322	352	0	99394	254	0
323	340	0	99405	255	0
324	331	0	99413	256	0
325	314	0	99428	258	0
326	302	0	99437	261	0
327	292	0	99444	264	0
328	281	0	99453	266	0
329	270	0	99464	266	0
330	261	0	99472	267	0
331	259	0	99473	268	0
332	255	0	99476	269	0
333	242	0	99486	272	0
334	228	0	99499	273	0
335	224	0	99499	277	0
336	221	0	99502	277	0
337	219	0	99503	278	0
338	204	0	99516	280	0
339	195	0	99523	282	0
340	192	0	99521	287	0
341	184	0	99528	288	0
342	179	0	99531	290	0
343	176	0	99532	292	0
344	173	0	99534	293	0
345	161	0	99544	295	0
346	147	0	99557	296	0
347	145	0	99559	296	0
348	138	0	99565	297	0
349	137	0	99565	298	0
350	134	0	99566	300	0
351	129	0	99571	300	0
352	124	0	99576	300	0
353	120	0	99579	301	0
354	112	0	99585	303	0
355	103	0	99592	305	0
356	96	0	99597	307	0
357	95	0	99595	310	0
358	90	0	99599	311	0
359	90	0	99598	312	0
360	86	0	99601	313	0
361	85	0	99601	314	0
362	84	0	99601	315	0
363	80	0	99604	316	0
364	79	0	99604	317	0
365	76	0	99604	320	0
366	67	0	99611	322	0
367	65	0	99610	325	0
368	62	0	99612	326	0
369	60	0	99612	328	0
370	58	0	99613	329	0
371	55	0	99614	331	0
372	51	0	99618	331	0
373	49	0	99619	332	0
374	47	0	99619	334	0
375	45	0	99617	338	0
376	44	0	99615	341	0
377	43	0	99616	341	0
378	43	0	99615	342	0
379	43	0	99613	344	0
380	40	0	99615	345	0
381	38	0	99615	347	0
382	36	0	99616	348	0
383	34	0	99616	350	0
384	33	0	99616	351	0
385	32	0	99615	353	0
386	30	0	99615	355	0
387	26	0	99618	356	0
388	25	0	99618	357	0
389	22	0	99620	358	0
390	21	0	99620	359	0
391	20	0	99620	360	0
392	19	0	99620	361	0
393	19	0	99620	361	0
394	18	0	99619	363	0
395	18	0	99618	364	0
396	17	0	99617	366	0
397	17	0	99614	369	0
398	17	0	99613	370	0
399	17	0	99611	372	0
400	17	0	99610	373	0
401	17	0	99610	373	0
402	17	0	99606	377	0
403	17	0	99604	379	0
404	16	0	99605	379	0
405	15	0	99605	380	0
406	15	0	99605	380	0
407	14	0	99606	380	0
408	14	0	99604	382	0
409	14	0	99601	385	0
410	14	0	99601	385	0
411	14	0	99601	385	0
412	14	0	99600	386	0
413	14	0	99599	387	0
414	12	0	99600	388	0
415	12	0	99600	388	0
416	11	0	99600	389	0
417	10	0	99600	390	0
418	10	0	99599	391	0
419	9	0	99600	391	0
420	8	0	99598	394	0
421	7	0	99596	397	0
422	7	0	99596	397	0
423	7	0	99595	398	0
424	5	0	99595	400	0
425	5	0	99594	401	0
426	5	0	99594	401	0
427	5	0	99594	401	0
428	5	0	99593	402	0
429	5	0	99593	402	0
430	5	0	99592	403	0
431	5	0	99592	403	0
432	5	0	99592	403	0
433	5	0	99592	403	0
434	5	0	99590	405	0
435	5	0	99589	406	0
436	5	0	99589	406	0
437	5	0	99589	406	0
438	5	0	99586	409	0
439	5	0	99584	411	0
440	5	0	99583	412	0
441	5	0	99583	412	0
442	5	0	99581	414	0
443	5	0	99579	416	0
444	5	0	99577	418	0
445	5	0	99577	418	0
446	5	0	99577	418	0
447	5	0	99576	419	0
448	5	0	99575	420	0
449	5	0	99575	420	0
450	5	0	99575	420	0
451	5	0	99575	420	0
452	5	0	99574	421	0
453	5	0	99573	422	0
454	5	0	99573	422	0
455	4	0	99573	423	0
456	4	0	99571	425	0
457	4	0	99571	425	0
458	4	0	99571	425	0
459	4	0	99569	427	0
460	4	0	99569	427	0
461	4	0	99568	428	0
462	4	0	99566	430	0
463	3	0	99566	431	0
464	3	0	99563	434	0
465	3	0	99563	434	0
466	3	0	99562	435	0
467	2	0	99562	436	0
468	2	0	99561	437	0
469	2	0	99561	437	0
470	2	0	99561	437	0
471	2	0	99560	438	0
472	2	0	99558	440	0
473	2	0	99558	440	0
474	1	0	99557	442	0
475	1	0	99556	443	0
476	1	0	99556	443	0
477	1	0	99556	443	0
478	1	0	99556	443	0
479	1	0	99554	445	0
480	1	0	99552	447	0
481	1	0	99549	450	0
482	1	0	99547	452	0
483	0	0	99548	452	0
